0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.463000000000000000e+12 3.043800000000000000e+12 4.557100000000000000e+12 6.074000000000000000e+12 7.607700000000000000e+12 9.147300000000000000e+12 1.066900000000000000e+13 1.214200000000000000e+13 1.353500000000000000e+13 1.482300000000000000e+13 1.598500000000000000e+13 1.701000000000000000e+13 1.789300000000000000e+13 1.863600000000000000e+13 1.924600000000000000e+13 1.973200000000000000e+13 2.010500000000000000e+13 2.037500000000000000e+13 2.055100000000000000e+13 2.063700000000000000e+13 2.063700000000000000e+13 2.055100000000000000e+13 2.037500000000000000e+13 2.010500000000000000e+13 1.973200000000000000e+13 1.924600000000000000e+13 1.863600000000000000e+13 1.789300000000000000e+13 1.701000000000000000e+13 1.598500000000000000e+13 1.482300000000000000e+13 1.353500000000000000e+13 1.214200000000000000e+13 1.066900000000000000e+13 9.147300000000000000e+12 7.607700000000000000e+12 6.074000000000000000e+12 4.557100000000000000e+12 3.043800000000000000e+12 1.463000000000000000e+12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.043800000000000000e+12 6.359600000000000000e+12 9.537500000000000000e+12 1.272800000000000000e+13 1.596200000000000000e+13 1.921300000000000000e+13 2.242800000000000000e+13 2.554400000000000000e+13 2.849000000000000000e+13 3.120800000000000000e+13 3.365600000000000000e+13 3.580900000000000000e+13 3.765800000000000000e+13 3.920900000000000000e+13 4.047700000000000000e+13 4.148500000000000000e+13 4.225700000000000000e+13 4.281500000000000000e+13 4.317700000000000000e+13 4.335500000000000000e+13 4.335500000000000000e+13 4.317700000000000000e+13 4.281500000000000000e+13 4.225700000000000000e+13 4.148500000000000000e+13 4.047700000000000000e+13 3.920900000000000000e+13 3.765800000000000000e+13 3.580900000000000000e+13 3.365600000000000000e+13 3.120800000000000000e+13 2.849000000000000000e+13 2.554400000000000000e+13 2.242800000000000000e+13 1.921300000000000000e+13 1.596200000000000000e+13 1.272800000000000000e+13 9.537500000000000000e+12 6.359600000000000000e+12 3.043800000000000000e+12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.557100000000000000e+12 9.537500000000000000e+12 1.432600000000000000e+13 1.915200000000000000e+13 2.405900000000000000e+13 2.900300000000000000e+13 3.389100000000000000e+13 3.863600000000000000e+13 4.312300000000000000e+13 4.725500000000000000e+13 5.096300000000000000e+13 5.421000000000000000e+13 5.698500000000000000e+13 5.929700000000000000e+13 6.117500000000000000e+13 6.266000000000000000e+13 6.379400000000000000e+13 6.461100000000000000e+13 6.514000000000000000e+13 6.540000000000000000e+13 6.540000000000000000e+13 6.514000000000000000e+13 6.461100000000000000e+13 6.379400000000000000e+13 6.266000000000000000e+13 6.117500000000000000e+13 5.929700000000000000e+13 5.698500000000000000e+13 5.421000000000000000e+13 5.096300000000000000e+13 4.725500000000000000e+13 4.312300000000000000e+13 3.863600000000000000e+13 3.389100000000000000e+13 2.900300000000000000e+13 2.405900000000000000e+13 1.915200000000000000e+13 1.432600000000000000e+13 9.537500000000000000e+12 4.557100000000000000e+12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.074000000000000000e+12 1.272800000000000000e+13 1.915200000000000000e+13 2.565600000000000000e+13 3.228500000000000000e+13 3.893700000000000000e+13 4.545500000000000000e+13 5.183500000000000000e+13 5.789600000000000000e+13 6.346800000000000000e+13 6.844700000000000000e+13 7.278100000000000000e+13 7.645600000000000000e+13 7.948900000000000000e+13 8.192700000000000000e+13 8.384300000000000000e+13 8.529900000000000000e+13 8.634500000000000000e+13 8.702100000000000000e+13 8.735200000000000000e+13 8.735200000000000000e+13 8.702100000000000000e+13 8.634500000000000000e+13 8.529900000000000000e+13 8.384300000000000000e+13 8.192700000000000000e+13 7.948900000000000000e+13 7.645600000000000000e+13 7.278100000000000000e+13 6.844700000000000000e+13 6.346800000000000000e+13 5.789600000000000000e+13 5.183500000000000000e+13 4.545500000000000000e+13 3.893700000000000000e+13 3.228500000000000000e+13 2.565600000000000000e+13 1.915200000000000000e+13 1.272800000000000000e+13 6.074000000000000000e+12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.607700000000000000e+12 1.596200000000000000e+13 2.405900000000000000e+13 3.228500000000000000e+13 4.062900000000000000e+13 4.875900000000000000e+13 5.624800000000000000e+13 6.395600000000000000e+13 7.143900000000000000e+13 7.833500000000000000e+13 8.447100000000000000e+13 8.977200000000000000e+13 9.422200000000000000e+13 9.784300000000000000e+13 1.006900000000000000e+14 1.029200000000000000e+14 1.046200000000000000e+14 1.058300000000000000e+14 1.066100000000000000e+14 1.070000000000000000e+14 1.070000000000000000e+14 1.066100000000000000e+14 1.058300000000000000e+14 1.046200000000000000e+14 1.029200000000000000e+14 1.006900000000000000e+14 9.784300000000000000e+13 9.422200000000000000e+13 8.977200000000000000e+13 8.447100000000000000e+13 7.833500000000000000e+13 7.143900000000000000e+13 6.395600000000000000e+13 5.624800000000000000e+13 4.875900000000000000e+13 4.062900000000000000e+13 3.228500000000000000e+13 2.405900000000000000e+13 1.596200000000000000e+13 7.607700000000000000e+12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.147300000000000000e+12 1.921300000000000000e+13 2.900300000000000000e+13 3.893700000000000000e+13 4.875900000000000000e+13 5.718300000000000000e+13 6.176800000000000000e+13 6.927600000000000000e+13 7.727300000000000000e+13 8.473700000000000000e+13 9.135100000000000000e+13 9.702000000000000000e+13 1.017200000000000000e+14 1.054500000000000000e+14 1.082100000000000000e+14 1.104300000000000000e+14 1.121200000000000000e+14 1.133400000000000000e+14 1.141200000000000000e+14 1.145000000000000000e+14 1.145000000000000000e+14 1.141200000000000000e+14 1.133400000000000000e+14 1.121200000000000000e+14 1.104300000000000000e+14 1.082100000000000000e+14 1.054500000000000000e+14 1.017200000000000000e+14 9.702000000000000000e+13 9.135100000000000000e+13 8.473700000000000000e+13 7.727300000000000000e+13 6.927600000000000000e+13 6.176800000000000000e+13 5.718300000000000000e+13 4.875900000000000000e+13 3.893700000000000000e+13 2.900300000000000000e+13 1.921300000000000000e+13 9.147300000000000000e+12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
